2019-07-18 13:18:47,007:INFO: Loading the datasets...
2019-07-18 13:19:28,160:INFO: Loading the datasets...
2019-07-18 13:19:37,133:INFO: Starting training for 5 epoch(s)
2019-07-18 13:20:15,930:INFO: Loading the datasets...
2019-07-18 13:20:16,045:INFO: Starting training for 5 epoch(s)
2019-07-18 13:20:16,046:INFO: Epoch 1/5
2019-07-18 13:21:06,965:INFO: Loading the datasets...
2019-07-18 13:21:07,012:INFO: Starting training for 5 epoch(s)
2019-07-18 13:21:07,013:INFO: Epoch 1/5
2019-07-18 13:27:25,871:INFO: Loading the datasets...
2019-07-18 13:27:25,960:INFO: Starting training for 5 epoch(s)
2019-07-18 13:27:25,960:INFO: Epoch 1/5
2019-07-18 14:19:26,269:INFO: Loading the datasets...
2019-07-18 14:19:26,358:INFO: Starting training for 5 epoch(s)
2019-07-18 14:19:26,358:INFO: Epoch 1/5
2019-07-18 14:21:50,379:INFO: Loading the datasets...
2019-07-18 14:21:50,487:INFO: Starting training for 5 epoch(s)
2019-07-18 14:21:50,488:INFO: Epoch 1/5
2019-07-18 14:26:57,703:INFO: Loading the datasets...
2019-07-18 14:26:57,791:INFO: Starting training for 5 epoch(s)
2019-07-18 14:26:57,792:INFO: Epoch 1/5
2019-07-18 14:27:31,619:INFO: Loading the datasets...
2019-07-18 14:27:31,669:INFO: Starting training for 5 epoch(s)
2019-07-18 14:27:31,669:INFO: Epoch 1/5
2019-07-18 14:36:42,980:INFO: Loading the datasets...
2019-07-18 14:36:43,125:INFO: Starting training for 5 epoch(s)
2019-07-18 14:36:43,125:INFO: Epoch 1/5
2019-07-18 14:37:00,358:INFO: Epoch: 0	Training Loss: 0.594683	Validation Loss: 0.653422
2019-07-18 14:37:00,873:INFO: Epoch: 0	Training Loss: 0.594683	Validation Loss: 0.411274
2019-07-18 14:37:01,357:INFO: Epoch: 0	Training Loss: 0.594683	Validation Loss: 0.425896
2019-07-18 14:37:01,792:INFO: Epoch: 0	Training Loss: 0.594683	Validation Loss: 0.427620
2019-07-18 14:37:02,299:INFO: Epoch: 0	Training Loss: 0.594683	Validation Loss: 0.429729
2019-07-18 14:38:32,455:INFO: Loading the datasets...
2019-07-18 14:38:32,525:INFO: Starting training for 5 epoch(s)
2019-07-18 14:38:32,525:INFO: Epoch 1/5
2019-07-18 14:38:51,814:INFO: Epoch: 0	Training Loss: 0.594683	Validation Loss: 0.653422
2019-07-18 14:38:52,235:INFO: Epoch: 0	Training Loss: 0.594683	Validation Loss: 0.411274
2019-07-18 14:38:52,645:INFO: Epoch: 0	Training Loss: 0.594683	Validation Loss: 0.425896
2019-07-18 14:38:53,058:INFO: Epoch: 0	Training Loss: 0.594683	Validation Loss: 0.427620
2019-07-18 14:38:53,603:INFO: Epoch: 0	Training Loss: 0.594683	Validation Loss: 0.429729
2019-07-18 14:38:53,745:INFO: Current best model found at epoch 0
2019-07-18 14:38:55,310:INFO: Test Loss: 0.448974

2019-07-18 14:38:55,311:INFO: 
Test Accuracy: 83% (8398/10000)
2019-07-18 14:38:55,312:INFO: Epoch 2/5
2019-07-18 14:39:15,138:INFO: Epoch: 1	Training Loss: 0.384217	Validation Loss: 0.631982
2019-07-18 14:39:15,761:INFO: Epoch: 1	Training Loss: 0.384217	Validation Loss: 0.357688
2019-07-18 14:39:16,322:INFO: Epoch: 1	Training Loss: 0.384217	Validation Loss: 0.370748
2019-07-18 14:39:16,750:INFO: Epoch: 1	Training Loss: 0.384217	Validation Loss: 0.369070
2019-07-18 14:39:17,166:INFO: Epoch: 1	Training Loss: 0.384217	Validation Loss: 0.369954
2019-07-18 14:39:17,297:INFO: Current best model found at epoch 1
2019-07-18 14:39:18,936:INFO: Test Loss: 0.382417

2019-07-18 14:39:18,937:INFO: 
Test Accuracy: 86% (8604/10000)
2019-07-18 14:39:18,937:INFO: Epoch 3/5
2019-07-18 14:39:35,139:INFO: Epoch: 2	Training Loss: 0.334733	Validation Loss: 0.579963
2019-07-18 14:39:35,579:INFO: Epoch: 2	Training Loss: 0.334733	Validation Loss: 0.311819
2019-07-18 14:39:36,007:INFO: Epoch: 2	Training Loss: 0.334733	Validation Loss: 0.324050
2019-07-18 14:39:36,427:INFO: Epoch: 2	Training Loss: 0.334733	Validation Loss: 0.326400
2019-07-18 14:39:36,847:INFO: Epoch: 2	Training Loss: 0.334733	Validation Loss: 0.325346
2019-07-18 14:39:36,953:INFO: Current best model found at epoch 2
2019-07-18 14:39:38,486:INFO: Test Loss: 0.342227

2019-07-18 14:39:38,487:INFO: 
Test Accuracy: 87% (8750/10000)
2019-07-18 14:39:38,487:INFO: Epoch 4/5
2019-07-18 14:39:55,616:INFO: Epoch: 3	Training Loss: 0.307141	Validation Loss: 0.585828
2019-07-18 14:39:56,116:INFO: Epoch: 3	Training Loss: 0.307141	Validation Loss: 0.315790
2019-07-18 14:39:56,601:INFO: Epoch: 3	Training Loss: 0.307141	Validation Loss: 0.326875
2019-07-18 14:39:57,082:INFO: Epoch: 3	Training Loss: 0.307141	Validation Loss: 0.331212
2019-07-18 14:39:57,513:INFO: Epoch: 3	Training Loss: 0.307141	Validation Loss: 0.330699
2019-07-18 14:39:59,189:INFO: Test Loss: 0.339503

2019-07-18 14:39:59,190:INFO: 
Test Accuracy: 87% (8754/10000)
2019-07-18 14:39:59,191:INFO: Epoch 5/5
2019-07-18 14:40:22,162:INFO: Epoch: 4	Training Loss: 0.286329	Validation Loss: 0.559921
2019-07-18 14:40:22,705:INFO: Epoch: 4	Training Loss: 0.286329	Validation Loss: 0.297149
2019-07-18 14:40:24,043:INFO: Epoch: 4	Training Loss: 0.286329	Validation Loss: 0.310393
2019-07-18 14:40:24,599:INFO: Epoch: 4	Training Loss: 0.286329	Validation Loss: 0.311555
2019-07-18 14:40:25,047:INFO: Epoch: 4	Training Loss: 0.286329	Validation Loss: 0.311676
2019-07-18 14:40:25,169:INFO: Current best model found at epoch 4
2019-07-18 14:40:27,059:INFO: Test Loss: 0.320466

2019-07-18 14:40:27,069:INFO: 
Test Accuracy: 88% (8829/10000)
